,Book-Title,Book-Author,Image-URL-M,num_rating_x,avg_rating_x
211,The Last Time They Met : A Novel,Anita Shreve,https://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg,312,3.121794871794872
212,The Green Mile,Stephen King,https://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,264,3.6818181818181817
213,A Heartbreaking Work of Staggering Genius,Dave Eggers,https://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,302,3.423841059602649
214,The Fellowship of the Ring,J.R.R. TOLKIEN,https://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,29,5.241379310344827
215,Watership Down,Richard George Adams,https://images.amazon.com/images/P/038039586X.01.MZZZZZZZ.jpg,312,3.698717948717949
216,The Blue Nowhere : A Novel,Jeffery Deaver,https://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg,178,3.3876404494382024
217,Sudden Prey,John Sandford,https://images.amazon.com/images/P/0425157539.01.MZZZZZZZ.jpg,109,2.2018348623853212
218,A Year in Provence,Peter Mayle,https://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,150,3.94
219,When the Wind Blows,James Patterson,https://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,396,2.7222222222222223
220,I Capture the Castle,Dodie Smith,https://images.amazon.com/images/P/031231616X.01.MZZZZZZZ.jpg,141,3.602836879432624
221,What to Expect When You're Expecting,Arlene Eisenberg,https://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,133,3.9774436090225564
222,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,https://images.amazon.com/images/P/0062502174.01.MZZZZZZZ.jpg,266,3.8759398496240602
223,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,https://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,122,3.5163934426229506
224,Big Stone Gap: A Novel,Adriana Trigiani,https://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg,182,3.791208791208791
225,Black Notice,Patricia Daniels Cornwell,https://images.amazon.com/images/P/0399145087.01.MZZZZZZZ.jpg,1,8.0
226,One for the Money,Janet Evanovich,https://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg,142,4.02112676056338
227,Lord of the Flies,William Gerald Golding,https://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,1,10.0
228,The Alienist,Caleb Carr,https://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,350,2.9657142857142857
229,Notes from a Small Island,Bill Bryson,https://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,130,3.7
230,Harvest,BELVA PLAIN,https://images.amazon.com/images/P/0440208912.01.MZZZZZZZ.jpg,90,1.5555555555555556
231,Engaging The Enemy,Nora Roberts,https://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,123,2.6910569105691056
232,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,https://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,372,3.303763440860215
233,Into the Wild,Jon Krakauer,https://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,252,4.273809523809524
234,Cause of Death,Patricia Daniels Cornwell,https://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,287,2.6202090592334493
235,The Poisonwood Bible,Barbara Kingsolver,https://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg,267,3.50187265917603
236,Waiting to Exhale,Terry McMillan,https://images.amazon.com/images/P/0671537458.01.MZZZZZZZ.jpg,134,1.6567164179104477
237,Chromosome 6,Robin Cook,https://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg,128,2.3515625
238,Point of Origin,Patricia Daniels Cornwell,https://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,277,3.1805054151624548
239,Rising Sun,MICHAEL CRICHTON,https://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,278,2.4424460431654675
240,Cradle and All,James Patterson,https://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,265,3.1358490566037736
241,1st to Die: A Novel,James Patterson,https://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,509,3.5756385068762278
242,Flesh and Blood,Jonathan Kellerman,https://images.amazon.com/images/P/0679459626.01.MZZZZZZZ.jpg,2,3.0
243,Everything's Eventual : 14 Dark Tales,Stephen King,https://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,216,3.5
244,Here on Earth,Alice Hoffman,https://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,83,3.1686746987951806
245,The Lost World,Michael Crichton,https://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,1,10.0
246,Absolute Power,David Baldacci,https://images.amazon.com/images/P/0446519960.01.MZZZZZZZ.jpg,158,2.5126582278481013
247,White Oleander : A Novel,Janet Fitch,https://images.amazon.com/images/P/0316182540.01.MZZZZZZZ.jpg,356,3.7724719101123596
248,CAT'S EYE,MARGARET ATWOOD,https://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,110,1.8545454545454545
249,The Handmaid's Tale,Margaret Atwood,https://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,311,3.3987138263665595
250,The Murder Book,Jonathan Kellerman,https://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,249,3.0200803212851404
251,Body of Lies,IRIS JOHANSEN,https://images.amazon.com/images/P/0553582143.01.MZZZZZZZ.jpg,165,2.6363636363636362
252,Lightning,Dean R. Koontz,https://images.amazon.com/images/P/0425115801.01.MZZZZZZZ.jpg,274,2.627737226277372
253,Hearts In Atlantis,Stephen King,https://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,1,7.0
254,Winter Moon,Dean R. Koontz,https://images.amazon.com/images/P/0553582933.01.MZZZZZZZ.jpg,144,1.9097222222222223
255,Mercy,Julie Garwood,https://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg,2,5.0
256,The Simple Truth,David Baldacci,https://images.amazon.com/images/P/0446607711.01.MZZZZZZZ.jpg,197,2.3756345177664975
257,Last Man Standing,David Baldacci,https://images.amazon.com/images/P/0446525804.01.MZZZZZZZ.jpg,186,2.586021505376344
258,1984,George Orwell,https://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,9,7.333333333333333
259,The Mists of Avalon,MARION ZIMMER BRADLEY,https://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,194,3.9587628865979383
260,Hot Six : A Stephanie Plum Novel,Janet Evanovich,https://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,200,3.06
261,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,https://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,203,3.6699507389162562
262,Now You See Her,Linda Howard,https://images.amazon.com/images/P/0743482891.01.MZZZZZZZ.jpg,91,2.142857142857143
263,Harry Potter and the Sorcerer's Stone,J. K. Rowling,https://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,1,10.0
264,Sea Glass: A Novel,Anita Shreve,https://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,199,3.1457286432160805
265,Seven Habits Of Highly Effective People,Stephen R. Covey,https://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg,143,2.5454545454545454
266,The Andromeda Strain,MICHAEL CRICHTON,https://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,157,3.6305732484076434
267,"Loves Music, Loves to Dance",Mary Higgins Clark,https://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,184,2.635869565217391
268,Dolores Claiborne,Stephen King,https://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,275,3.1854545454545455
269,Clear and Present Danger,Tom Clancy,https://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg,1,8.0
270,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,https://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg,493,4.354969574036511
271,Tell No One,Harlan Coben,https://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,241,3.4564315352697097
272,The Sum of All Fears,Tom Clancy,https://images.amazon.com/images/P/0425133540.01.MZZZZZZZ.jpg,152,2.651315789473684
273,WLD ACCORDNG GARP,John Irving,https://images.amazon.com/images/P/0671822209.01.MZZZZZZZ.jpg,119,2.3865546218487395
274,The First Counsel,Brad Meltzer,https://images.amazon.com/images/P/0446527289.01.MZZZZZZZ.jpg,121,2.479338842975207
275,Mystic River,Dennis Lehane,https://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,362,2.911602209944751
276,The Jester,James Patterson,https://images.amazon.com/images/P/0316602051.01.MZZZZZZZ.jpg,194,2.6804123711340204
277,Watermelon,Marian Keyes,https://images.amazon.com/images/P/0380796090.01.MZZZZZZZ.jpg,123,2.8048780487804876
278,Sick Puppy,Carl Hiaasen,https://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,210,3.6095238095238096
279,Fear Nothing,DEAN KOONTZ,https://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,209,3.172248803827751
280,J Is for Judgment,Sue Grafton,https://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,2,5.5
281,A Is for Alibi,SUE GRAFTON,https://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,285,2.7333333333333334
282,Sphere,MICHAEL CRICHTON,https://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,374,2.7433155080213902
283,The Pelican Brief,John Grisham,https://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,581,2.6110154905335627
284,Bridget Jones: The Edge of Reason,Helen Fielding,https://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,224,3.861607142857143
285,Don't Stand Too Close to a Naked Man,Tim Allen,https://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,169,2.100591715976331
286,Interview with the Vampire,Anne Rice,https://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,508,3.5511811023622046
287,The Queen of the Damned,Anne Rice,https://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,274,2.708029197080292
288,"\O\"" Is for Outlaw""",SUE GRAFTON,https://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,269,2.9888475836431225
289,The Book of Ruth,Jane Hamilton,https://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,2,3.5
290,How to Be Good,Nick Hornby,https://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,304,3.3059210526315788
291,The Color Purple,Alice Walker,https://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,314,3.964968152866242
292,Mirror Image,Danielle Steel,https://images.amazon.com/images/P/0440224772.01.MZZZZZZZ.jpg,159,2.3962264150943398
293,The Notebook,Nicholas Sparks,https://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,1,9.0
294,Carnal Innocence,Nora Roberts,https://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,5,3.0
295,You Belong To Me,Mary Higgins Clark,https://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,123,2.731707317073171
296,Peace Like a River,Leif Enger,https://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,168,3.5297619047619047
297,Cry Wolf,TAMI HOAG,https://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,135,2.1925925925925926
298,Montana Sky,Nora Roberts,https://images.amazon.com/images/P/0515120618.01.MZZZZZZZ.jpg,119,2.697478991596639
299,Carolina Moon,Nora Roberts,https://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,214,2.97196261682243
300,Three Fates,Nora Roberts,https://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg,202,3.366336633663366
301,Pay It Forward,Catherine Ryan Hyde,https://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,160,2.86875
302,Bastard Out of Carolina,Dorothy Allison,https://images.amazon.com/images/P/0452269571.01.MZZZZZZZ.jpg,167,4.005988023952096
303,Face the Fire,Nora Roberts,https://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,1,9.0
304,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,https://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,283,4.3568904593639575
305,Harry Potter and the Sorcerer's Stone,J. K. Rowling,https://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,1,10.0
306,"Dude, Where's My Country?",Michael Moore,https://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,178,4.269662921348314
307,Homecoming,Cynthia Voigt,https://images.amazon.com/images/P/0449702545.01.MZZZZZZZ.jpg,137,2.4744525547445257
308,Phantoms,Dean R. Koontz,https://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg,162,3.2777777777777777
309,ANGELA'S ASHES,Frank McCourt,https://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,279,4.075268817204301
310,Violets Are Blue,James Patterson,https://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,379,2.955145118733509
311,The Dogs of Babel,Carolyn Parkhurst,https://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,114,3.3596491228070176
312,Contagion,Robin Cook,https://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,125,2.904
313,The Tale of the Body Thief,Anne Rice,https://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,3,4.333333333333333
314,Cruel &amp; Unusual,Patricia D. Cornwell,https://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,199,3.2562814070351758
315,Misery,Stephen King,https://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,291,3.718213058419244
316,The Eyre Affair: A Novel,Jasper Fforde,https://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,171,3.3333333333333335
317,The Body Farm,Patricia Daniels Cornwell,https://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,225,2.92
318,Mortal Fear,Greg Iles,https://images.amazon.com/images/P/0451180410.01.MZZZZZZZ.jpg,128,2.8671875
319,By the Light of the Moon,DEAN KOONTZ,https://images.amazon.com/images/P/0553582763.01.MZZZZZZZ.jpg,171,3.304093567251462
320,Watchers,Dean R. Koontz,https://images.amazon.com/images/P/0425188809.01.MZZZZZZZ.jpg,180,3.227777777777778
321,Intensity,DEAN KOONTZ,https://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,193,3.4455958549222796
322,Dark Rivers of the Heart,Dean R. Koontz,https://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,130,2.2846153846153845
323,Mr. Murder,Dean R. Koontz,https://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,188,2.7074468085106385
324,The Hours: A Novel,Michael Cunningham,https://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,294,3.3469387755102042
325,A Day Late and a Dollar Short,Terry McMillan,https://images.amazon.com/images/P/0451204948.01.MZZZZZZZ.jpg,116,1.9482758620689655
326,Rainbow Six,Tom Clancy,https://images.amazon.com/images/P/0399144137.01.MZZZZZZZ.jpg,172,2.947674418604651
327,The Bonesetter's Daughter,Amy Tan,https://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,384,3.390625
328,The Hundred Secret Senses,Amy Tan,https://images.amazon.com/images/P/0399141146.01.MZZZZZZZ.jpg,336,2.830357142857143
329,Midwives: A Novel,Chris Bohjalian,https://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,380,3.113157894736842
330,Song of Solomon,Toni Morrison,https://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,6,4.333333333333333
331,I Know This Much Is True,Wally Lamb,https://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,6,3.8333333333333335
332,To the Nines: A Stephanie Plum Novel,Janet Evanovich,https://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,126,3.9365079365079363
333,The Witness,Sandra Brown,https://images.amazon.com/images/P/0446603309.01.MZZZZZZZ.jpg,108,2.6944444444444446
334,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,https://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,228,3.293859649122807
335,Call of the Wild,Jack London,https://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,24,2.7916666666666665
336,"Girl, Interrupted",SUSANNA KAYSEN,https://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,2,5.0
337,Whispers,BELVA PLAIN,https://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,4,6.0
338,Four To Score,Janet Evanovich,https://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,225,3.7244444444444444
339,Rising Tides,Nora Roberts,https://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,116,2.439655172413793
340,High Five,Janet Evanovich,https://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,228,3.6403508771929824
341,Five Quarters of the Orange,Joanne Harris,https://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,207,3.57487922705314
342,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,https://images.amazon.com/images/P/0385474016.01.MZZZZZZZ.jpg,166,2.644578313253012
343,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,https://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,265,4.086792452830188
344,Final Target,Iris Johansen,https://images.amazon.com/images/P/0553582135.01.MZZZZZZZ.jpg,2,8.0
345,Tribulation Force: The Continuing Drama of Those Left Behind,Tim LaHaye,https://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg,8,5.625
346,The Runaway Jury,JOHN GRISHAM,https://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,520,2.8807692307692307
347,Without Remorse,Tom Clancy,https://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg,203,2.8817733990147785
348,The Woman Next Door,Barbara Delinsky,https://images.amazon.com/images/P/0743411250.01.MZZZZZZZ.jpg,157,2.8471337579617835
349,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,https://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,376,3.4308510638297873
350,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,https://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,281,5.00711743772242
351,Tales of a Fourth Grade Nothing,JUDY BLUME,https://images.amazon.com/images/P/044048474X.01.MZZZZZZZ.jpg,87,2.954022988505747
352,The Clinic,Jonathan Kellerman,https://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,98,1.969387755102041
353,Hornet's Nest,Patricia Daniels Cornwell,https://images.amazon.com/images/P/0399142282.01.MZZZZZZZ.jpg,248,2.471774193548387
354,The Temple of My Familiar,Alice Walker,https://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg,120,2.283333333333333
355,Harry Potter and the Chamber of Secrets,J. K. Rowling,https://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,3,9.333333333333334
356,Love in the Time of Cholera,Gabriel Garcia Marquez,https://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,1,9.0
357,It,Stephen King,https://images.amazon.com/images/P/0450411435.01.MZZZZZZZ.jpg,214,3.8738317757009346
358,Ashes to Ashes,TAMI HOAG,https://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,220,2.25
359,Insomnia,Stephen King,https://images.amazon.com/images/P/0670855030.01.MZZZZZZZ.jpg,1,8.0
360,Stillwatch,MARY HIGGINS CLARK,https://images.amazon.com/images/P/0440183057.01.MZZZZZZZ.jpg,133,2.488721804511278
361,Tis: A Memoir,Frank McCourt,https://images.amazon.com/images/P/0743200985.01.MZZZZZZZ.jpg,133,3.210526315789474
362,Midnight,Dean R. Koontz,https://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,135,2.6
363,Unnatural Exposure,Cornwell Patricia,https://images.amazon.com/images/P/0316639842.01.MZZZZZZZ.jpg,258,3.2209302325581395
364,Slammerkin,Emma Donoghue,https://images.amazon.com/images/P/0151006725.01.MZZZZZZZ.jpg,129,2.511627906976744
365,The Plains of Passage,JEAN M. AUEL,https://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,4,3.75
366,The Surgeon,TESS GERRITSEN,https://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,175,2.76
367,Presumed Innocent,Scott Turow,https://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,294,2.139455782312925
368,Anne of Avonlea,L.M. MONTGOMERY,https://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,13,4.6923076923076925
369,It Was on Fire When I Lay Down on It,Robert Fulghum,https://images.amazon.com/images/P/0394580567.01.MZZZZZZZ.jpg,153,3.130718954248366
370,Pleading Guilty,Scott Turow,https://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,2,6.5
371,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,https://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,175,3.434285714285714
372,4 Blondes,Candace Bushnell,https://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,151,1.9470198675496688
373,Night,Elie Wiesel,https://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,202,4.217821782178218
374,The Secret Garden,Frances Hodgson Burnett,https://images.amazon.com/images/P/0812505018.01.MZZZZZZZ.jpg,2,9.0
375,Black House,Stephen King,https://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,207,3.753623188405797
376,Falling Angels,Tracy Chevalier,https://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,189,3.4761904761904763
377,Christine,Stephen King,https://images.amazon.com/images/P/0451139739.01.MZZZZZZZ.jpg,145,3.1655172413793102
378,The Valley of Horses,JEAN M. AUEL,https://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,1,9.0
379,Desperation,Stephen King,https://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,170,3.6823529411764704
380,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,https://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,428,5.852803738317757
381,Charlotte's Web,E. B. White,https://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,129,4.782945736434108
382,Primary Colors: A Novel of Politics,Anonymous,https://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,166,1.7289156626506024
383,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,https://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,136,2.6029411764705883
384,The Gift,DANIELLE STEEL,https://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,222,2.8018018018018016
385,A Bend in the Road,Nicholas Sparks,https://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,346,3.3641618497109826
386,The Great Gatsby,F. Scott Fitzgerald,https://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,1,8.0
387,Lucky : A Memoir,Alice Sebold,https://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,301,3.6212624584717608
388,Bittersweet,DANIELLE STEEL,https://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,106,2.160377358490566
389,Weep No More My Lady,Mary Higgins Clark,https://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,95,2.4526315789473685
390,Let Me Call You Sweetheart,Mary Higgins Clark,https://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,2,4.0
391,K Is for Killer,Sue Grafton,https://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,49,2.4285714285714284
392,Unspeakable,Sandra Brown,https://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,141,2.978723404255319
393,Irish Hearts,Nora Roberts,https://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,107,2.467289719626168
394,Circle of Friends,Maeve Binchy,https://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,249,3.0562248995983934
395,The Bourne Identity,Robert Ludlum,https://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,205,2.731707317073171
396,Under the Tuscan Sun,Frances Mayes,https://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,184,2.9184782608695654
397,Heartbreaker,Julie Garwood,https://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,2,6.5
398,The Cardinal of the Kremlin,Tom Clancy,https://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,29,2.5517241379310347
399,Southern Cross,Patricia Daniels Cornwell,https://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,1,9.0
400,Bag of Bones,Stephen King,https://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,195,3.712820512820513
401,Brave New World,Aldous Huxley,https://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,2,9.5
402,The Prince of Tides,Pat Conroy,https://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,291,2.3539518900343643
403,The Honk and Holler Opening Soon,Billie Letts,https://images.amazon.com/images/P/0446521582.01.MZZZZZZZ.jpg,164,3.2804878048780486
404,Shopaholic Ties the Knot,Sophie Kinsella,https://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,160,3.35625
405,One Door Away from Heaven,Dean R. Koontz,https://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,298,3.389261744966443
406,The Bridges of Madison County,Robert James Waller,https://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,443,3.0880361173814896
407,The Return of the King,J.R.R. TOLKIEN,https://images.amazon.com/images/P/0345339738.01.MZZZZZZZ.jpg,3,6.666666666666667
408,Ladder of Years,Anne Tyler,https://images.amazon.com/images/P/0679441557.01.MZZZZZZZ.jpg,180,2.361111111111111
409,High Fidelity,Nick Hornby,https://images.amazon.com/images/P/1573225517.01.MZZZZZZZ.jpg,247,4.05668016194332
410,Prodigal Summer,Barbara Kingsolver,https://images.amazon.com/images/P/0060199652.01.MZZZZZZZ.jpg,179,3.5977653631284916
411,White Oleander : A Novel,Janet Fitch,https://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,356,3.7724719101123596
412,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,https://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,228,3.241228070175439
413,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,https://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,210,3.1476190476190475
414,The Accidental Tourist,Anne Tyler,https://images.amazon.com/images/P/0425161617.01.MZZZZZZZ.jpg,148,2.0
415,Dying for Chocolate,DIANE MOTT DAVIDSON,https://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,2,3.0
416,The Reef,Nora Roberts,https://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,1,9.0
417,Prime Cut,Diane Mott Davidson,https://images.amazon.com/images/P/0553574671.01.MZZZZZZZ.jpg,97,2.8762886597938144
418,House of Sand and Fog,Andre Dubus III,https://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,588,3.0306122448979593
419,Saving Faith,David Baldacci,https://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,2,2.5
420,The Mulberry Tree,Jude Deveraux,https://images.amazon.com/images/P/0743437640.01.MZZZZZZZ.jpg,156,3.1794871794871793
